at,userName,score,content
2020-06-30 02:49:03,Anton Fajar,5,Rasa dan pelayanan oke bgt. Barista ramah dan sabar
2020-06-29 07:01:15,Wira Buana,5,Ok
2020-06-21 10:25:02,Susanto April,1,"Tiap bulan koq pembaruan mulu sih.. beda ama kopi sebelah,"
2020-06-21 07:01:15,Jesica Rahel Sharon,5,"Maaf min, saya mau tanya. Saya sudah ada akun fore coffee sebelumnya, dan beberapa bulan lalu saya install ulang hp saya, lalu sekarang saya download lagi fore coffee, kemudian saya mau login lagi kok tidak bisa ya min ? Malah ke menu daftar terus. Bagaimana cara bisa login kembali min ?"
2020-06-21 03:15:30,Joni Pujidikir,5,KopinyA enak gelasnya kereeennnn🤗
2020-06-17 04:09:48,Eza Nduru,5,"Jangan sering-sering minta di update. Cust. Bisa malas, setiap mau pesan/buka aplikasi harus di update 😌"
2020-06-14 07:08:00,Nini Nini,5,Good
2020-06-13 03:20:25,fifi reska siahaan,1,"Pokoknya super enak, belum pernah merasakan enak nya coffe kecuali dari fore coffee. Tiap hari kecanduan pengen beli😅459699"
2020-06-13 03:19:31,Lina Bintang,4,Kak.. untuk poin kapan bisa di redeem ya . Kok dr maret ga bisa bisa
2020-06-10 14:05:35,Fajar Martha,5,Ok
2020-06-08 09:12:39,oke Rajawali,1,Jelek
2020-06-08 07:10:34,Aidir Sativa,2,Why fore poin can't access?
2020-06-07 23:57:53,Yohanes YP,4,Kopinya lumayan enak & sy suka sama gelasnya usuable jd bs dipakai berkali2
2020-06-06 07:19:03,Kurniawati Ningrum,5,Sesuka itu sama rasa kopi fore ini...packaging n store nya keren...banyak promo jg...pokonya saya sukaaa banget sm kopi ini
2020-06-05 23:49:26,Oki Yutha,1,SAMPE KAPAN INI PEMBAHARUAN POINT MAINTENANCE !!!! UDAH BERAPA BULAN DARI BULAN MARET !!!!!!!!!!!!!!!!!
2020-06-04 03:20:00,iyas baba,5,Mantap
2020-06-03 11:11:09,Aurora Night,1,"Kenapa saya g bisa login ya? Saat minta kode verifikasi, tidak muncul apa2,"
2020-06-02 07:17:56,Dian Wahyuni,5,Enak bgt kopiny.. Mantap..
2020-05-30 07:49:44,Ivan Gunawan,1,Force close di samsung A50 android 10
2020-05-29 15:11:55,Wendy Eko Prasetyo,1,Makin gak jelas
2020-05-27 23:12:27,supri yanto,5,Ok
2020-05-25 08:39:58,vico adietra,5,Bagus
2020-05-25 02:53:22,Nyoman Suardana,5,Belom ada yg lebih nikmat dari Fore
2020-05-23 19:47:49,Fajri Siddik,1,"Voucher hangus, poin nggak bisa digunakan, promo juga makin pelit. Apa lagi yg bisa dibanggain dari Fore sekarang ini??"
2020-05-23 01:44:42,Wulan Sari,5,"Pertama tau ada aplikasi kopi gini dari ig ForeCoffee. Bagus aplikasinya variannya banyak.So, langsung cobain order Iced Shake Shake Oreo dan Iced Latte.Dgn harga 25an worth it sih :) Baru mau coba fitur Kado Kopinya nih buat keluarga yg ultah,lucu kayaknya kasih surprise kopi kesukaannya.Tx ya Fore Coffee. jadi ga susah2 kalo lidah lagi mau ngopi ref=AFCBBA"
2020-05-21 07:38:46,Deby pasaribu,5,👍
2020-05-11 15:10:06,Cindy Christania,5,"1 E 7 F 2 4 Yg lebih murah, yg lebih cozy mungkin banyak!!tapi yg bisa KONSISTEN ya cuman FORE!!Beli dimanapun, dilayani barista siapapun!! Pasti tetep rasanya SAMA!!Servicenya juga cakep bgt, mulai dari RASA, PACKAGING, INTERIOR!!Ngerasa apa ya, kalau td ibarat cwo kaya lg di masa masa PDKT, wkwkwk bawaan nya ngangenin, ngegemesin, emang fokus bgt ke customer engagementnya!!SALUTE Fans fanatiknya AREN LATTE sih so far!! Hopefully, FORE makin jaya yaa tapi please jangan berubahh jadi pacaran!!!"
2020-05-10 23:41:59,cindy Nofitasari,2,"Keren si apk fore, tapi setiap ada pembaruan harus banget langsung di perbarui, baru bisa buka apk nya"
2020-05-08 08:26:52,ryan roshadianto,5,Ok
2020-05-06 13:26:43,fatihul haq,5,"Bagus.,sukak"
2020-05-06 06:03:45,Dadan suhendaR,2,Dua voucher nya hangus gak digunakan gegara FORE yg di Bandung tutup terus..
2020-05-05 07:32:47,Tiarma Panggabean,5,Semoga saya dapat cofee gratis dan byk discont2nya.ksh bintang 5
2020-05-03 08:52:41,surya kurniawan,5,Mantabs
2020-05-02 07:50:07,Annisa Deanty Putri,5,"Sangat membantu banget untuk pemesanan lebih cepat, hehe terimakasih 🤟"
2020-05-02 07:27:13,Abed Setiawan,5,"Good Drinks, and Good Coffee, exellenct"
2020-05-02 07:16:07,Rizky Raditya,5,Good !!!!
2020-04-30 12:28:40,Deden Haedar,1,Parah voucher nya ilang semua cuma karena pembaruan 👎
2020-04-30 04:26:30,Naufal Falah,5,Terbaiq
2020-04-30 04:12:28,Ipunk Dedato,2,Habis update knp jd tambah lemote aplikasinya Dan fitur point juga selesai2 di di maintenant... Ini update point sdh 2 bulan gk kelar2 knp ya...?
2020-04-30 01:45:47,Pikriardinsyah Anwar,5,Mantap kerennn
2020-04-29 09:58:35,Muammar Cello Novantyo,1,Pembaruan ga slsai2... Point jd ilang n ga bs ditukar
2020-04-29 09:53:10,yudrika fitriani,5,Enak bgt
2020-04-29 08:58:36,Albian Strike,1,kagak asik pembayaran tdk bisa pake kartu atm lewat aplikasi tdk seperti dulu :(
2020-04-29 01:32:49,Linka Adinta,5,Sering2 kasih promo yaaa
2020-04-28 16:56:06,Ratna Bulan,2,"Nyesel di update deh, point nya setelah di update jadi 0"
2020-04-28 06:42:37,Pengguna Google,2,"Lambat loadingnya.. udah versi terbaru april lalu, tetap saja eror. Kupon gratis kopi nya hilang gara2 aplikasi error. mahal kopinya"
2020-04-27 12:19:01,Pengguna Google,5,Good aplication 🙏👍
2020-04-27 07:53:33,Pengguna Google,4,Kopinya enak
2020-04-25 15:29:51,Pengguna Google,5,Okelah
2020-04-24 10:41:51,Pengguna Google,5,Aku suka aku suka💜
2020-04-24 08:25:04,Pengguna Google,4,"Gak paham kenapa enak bgt, skrg lagi stay at home jadi kgn fore"
2020-04-24 02:26:46,Pengguna Google,5,"Info selalu updated, hy saja jgn sering sering updated dong"
2020-04-23 04:04:48,Pengguna Google,5,"A8244D Selalu berinovasi, kualitas coffee mantab, dan packaging mudah2an bisa selalu evaluasi, so far so good.. sukses fore..."
2020-04-23 03:45:48,Pengguna Google,5,Ok bgt
2020-04-21 15:17:46,Pengguna Google,5,Aplikasi ini memudahkan sy utk membeli kopi ini & varian rasa kopi ini sy suka shg sy sering membeli kopi ini dimana saja. Bravo Fore Coffee. Tingkatkan terus pelayanan & kwalitasnya shg tambah memuaskan customer. 👍
2020-04-19 06:22:58,Pengguna Google,4,Mksh tim forecoffee sdh menanggapi keluhan sy walaupun agak lama tapi akhirnya sy bisa mendapatkan point'yg sempat hilang Krn sistem komputer yg error'. Mksh. Akhirnya sy bisa menambah koleksi mug nya fore. 👍🙏 Sistem sering error' jadi sy sempat di rugikan Krn sistem error' sy gagal menyelesaikan misi dan gagal mendapatkan ekstra point'
2020-04-18 08:04:05,Pengguna Google,5,Glek glek glek
2020-04-18 05:07:29,Pengguna Google,5,Baik
2020-04-17 06:29:34,Pengguna Google,5,Semangat lawan pandemi ini
2020-04-17 06:06:40,Pengguna Google,5,Ok
2020-04-17 04:17:22,Pengguna Google,5,Bukan pencinta kopi. Tapi jujur aren latte beda dari yang lain. pokoknya suka.. istri suka Yang ice biscuit chizu Udah suka susu makin cinta sama susu dan ini lebih enak dr biskuit .... Cuma aplikasi kopi ini yang ada di hp. Top!
2020-04-17 03:29:54,Pengguna Google,5,Pelayanannya ok
2020-04-16 08:41:55,Pengguna Google,5,Cara baru pesan kopi 😁 masi dapat poin pula nanti poin nya bisa ditukarkan kopi gratis
2020-04-16 04:16:34,Pengguna Google,5,Sangat cepat
2020-04-16 04:13:04,Pengguna Google,5,Mntap
2020-04-16 01:38:37,Pengguna Google,4,Menurut gw fore coffe itu indonesia bgt karena sering kasih promo 😁 trus packingnya luar biasa bisa di pakai kembali Maju terus dengan apk yg makin keren🤙
2020-04-14 12:48:00,Pengguna Google,3,Ngelag gini
2020-04-13 04:54:15,Pengguna Google,1,"Pengecekkan Point Error lama kali, sedangkan Point akan kadaluarsa di bulan Mei pada saat sebelum error. Kenapa lama sekali maintenance nya?"
2020-04-12 00:38:25,Pengguna Google,2,"aplikasi cap tai perbaikan sistem poin reward dari 1 maret sampe sekarang nggak kelar2. keliatan tim IT nya amatiran, kalah sama kopi kenangan awas aja sampe syarat nukerin poinnya tambah tinggi"
2020-04-11 21:20:57,Pengguna Google,5,247BC8 Pertama kali tau fore dari temen dan kesan pertama cobain yang bikin ga bisa lupa.. Tapi sayang di bekasi masih jarang..
2020-04-09 10:59:24,Pengguna Google,5,kopinya enaaaak pas rasanya
2020-04-09 02:56:01,Pengguna Google,5,"0DCF53 fore coffe ini bisa di bilang toko kopi yang visioner banget aplikasi nya membuat fore kopi jadi kopi paling gampang di jangkau, apalagi soal rasa ngga usah ditanya lagi, tempat nya bersih clean bikin nyaman aja kalo ke outlet nya, dan ngga lupa fore turut mengurangi penggunaan plastik dengan reuseable cup nya dan paper bag atau reuseable bag nya, mantep emang fore."
2020-04-09 00:48:50,Pengguna Google,5,Boleh
2020-04-08 15:19:15,Pengguna Google,5,"Sukakkkk banget banget sama fore, restonya keren, uniform pegawainya keren, kemasan takewaynya keren tanpa straw.. mantappp"
2020-04-07 23:36:43,Pengguna Google,5,Penting u. Pembelian Kopi
2020-04-07 16:05:08,Pengguna Google,5,Fore coffee rasa coffeenya luar biasa mantap
2020-04-05 14:14:18,Pengguna Google,5,"Keren sih tiap hari selasa selalu pesen ini di lokasari, cuma saran aja saya pernah eror fitur GPS waktu memilih toko, saya pesan di lokasari malah aplikasi nya mesen di gambar, tp gpp karena Fore adalah kopi favorit ya saya pesan lagi, kedepannya semoga lebih baik"
2020-04-05 07:50:31,Pengguna Google,5,Good
2020-04-05 06:54:02,Pengguna Google,5,Mantul coy kopinya
2020-04-05 04:32:07,Pengguna Google,5,Kopiny gratissssss
2020-04-04 12:04:05,Pengguna Google,5,Kopi kopi nya lumayan enak
2020-04-03 12:11:26,Pengguna Google,4,Ok
2020-04-03 09:08:52,Pengguna Google,1,Gak jelas
2020-04-03 06:59:50,Pengguna Google,2,Aplikasi nya lemot tolong di perbaiki Klo order pake aplikasi lama bnget jadinya
2020-04-02 23:13:12,Pengguna Google,5,Baik
2020-04-02 05:26:40,Pengguna Google,5,Diskon spesial
2020-04-01 15:58:45,Pengguna Google,5,Aplikasi sangat bagus 😁 🙏 xie xie
2020-04-01 06:00:36,Pengguna Google,5,Memudahkan dalam membeli
2020-04-01 03:01:38,Pengguna Google,1,Ongkirnya masih mahal. Pindah dulu order kopinya.
2020-04-01 02:58:09,Pengguna Google,5,"Kebanyakan update aplikasi, rasa minumannya jga hambar"
2020-03-31 07:23:08,Pengguna Google,5,Mantap sekali kopi nya rasa enak mantap
2020-03-30 09:32:10,Pengguna Google,5,Ok
2020-03-26 03:53:28,Pengguna Google,3,Error mulu klo mau di anter
2020-03-25 20:29:57,Pengguna Google,5,Tidak mwrgikan
2020-03-25 11:32:08,Pengguna Google,5,"Keunggulan fore dari yg lainnya : 1. Packaging ny oke banget,trus bisa di pake ulang dan motif ny unik lucu banget 2. Rasa nya itu lho...mmmmhhh muantep banget,apalagi aren late nya top dah 3. Yang paling oke nih...cashless!!!, jadi gak pake uang cash bayar nya, Sukses terus fore coffe, aku pelanggan setia mu🤩❤"
2020-03-25 08:22:26,Pengguna Google,5,Harga nya pas dan cocok di lambung
2020-03-24 06:38:41,Pengguna Google,4,Pelayanan bagus
2020-03-23 13:10:23,Pengguna Google,5,"Rasa kopi yg bener2 kopi sesungguhnya dgn harga terjangkau, kemasan sangat menarik cenderung keren dan unik, outlet nya so nice. Love to know you FORE forever"
2020-03-23 12:59:57,Pengguna Google,5,"satu-satunya kedai kopi yg punya aplikasi sendiri,fore coffe emang TOP dihati pokonya mantul(mantap betul) jgn lupa ini no referal aku 502669"
2020-03-23 09:13:44,Pengguna Google,5,🖤
2020-03-22 15:00:46,Pengguna Google,5,"Membantu banget ada aplikasi ngopi seperti ini, ga ribet, rasanya enak, ongkir nya juga murah, next time mudah2an ada tambahan opsi uang tips untuk driver nya. Thx fore coffe. Sukses terus."
2020-03-22 11:30:40,Pengguna Google,5,Mantap
2020-03-22 11:08:44,Pengguna Google,5,Ajeeeb
2020-03-22 08:57:04,Pengguna Google,5,Good aplikasi
2020-03-22 04:51:27,Pengguna Google,4,Enjoy coffe
2020-03-22 03:58:36,Pengguna Google,5,Jatuh cinta sama pink matcha nya ❤️
2020-03-22 02:27:59,Pengguna Google,5,Ok bgt
2020-03-21 09:09:56,Pengguna Google,4,jangan keseringan minta update atuhlah
2020-03-21 05:40:18,Pengguna Google,5,App ngopi kekinian..
2020-03-21 05:00:59,Pengguna Google,5,Josss
2020-03-21 04:59:07,Pengguna Google,5,masnya ganteng ganteng hehe
2020-03-21 04:41:32,Pengguna Google,5,Ok
2020-03-21 03:18:07,Pengguna Google,5,Good
2020-03-21 02:34:40,Pengguna Google,5,👌🏼
2020-03-21 02:04:02,Pengguna Google,5,Sangat puas pelayannya jujur dan mengajarkan kita untuk pakai aplikasi fore coffeee
2020-03-20 13:23:12,Pengguna Google,5,good
2020-03-20 10:16:20,Pengguna Google,5,"Bagus.... Membantu sekali, tanpa antri dan dapet point juga."
2020-03-20 08:19:05,Pengguna Google,3,Update mulu.belum lama update🤦‍♂️🤦‍♂️
2020-03-20 05:49:52,Pengguna Google,4,Ok
2020-03-20 05:16:40,Pengguna Google,4,Okehlah
2020-03-20 04:55:27,Pengguna Google,5,Yummy... matcha citzu nya.
2020-03-20 04:52:09,Pengguna Google,5,"Servicenya oke, coffeenya delicious...🤤"
2020-03-20 04:51:59,Pengguna Google,5,Pelayanan sangat baikkk di bimbing oleh kasir
2020-03-20 03:28:13,Pengguna Google,5,FOREver be my morning coffee 💜
2020-03-20 02:49:04,Pengguna Google,5,prikitiew
2020-03-20 02:39:02,Pengguna Google,5,Keep it up
2020-03-20 02:31:20,Pengguna Google,4,Saya tidak dapat memasukkan alamat rumah.
2020-03-19 12:43:05,Pengguna Google,2,Saya kasih bintang 2 dua dlu kalau gratis saya ksih bintang lima
2020-03-19 12:07:26,Pengguna Google,5,SESUKA ITU SAMA FORE COFFEE 😍😋
2020-03-19 05:09:39,Pengguna Google,5,kopi nya uenaaaaaak tenan
2020-03-19 03:13:46,Pengguna Google,5,Banyakin promo nyA
2020-03-17 09:24:50,Pengguna Google,2,"Setiap mau digunakan di outlet fore gabisa, bonus & voucher jadi hangus...."
2020-03-14 16:22:50,Pengguna Google,5,"587DAA pertama saya nyobain pada saat temen saya beli fore coffee waktu itu temen saya beli rasa ICED OREO CHIZU saya cobain ko enak ya,saya tanya beli dimana dia bilng TP surabaya,langsung saya beli pertama beli rasa ICED CHIZU MACCHIATO dan saya langsung beli merchandise dan kemana-mana bawa tempat fore coffee sama reusable bag.😍😍😎"
2020-03-13 11:51:17,Pengguna Google,5,Tungkatin terusss
2020-03-13 02:54:01,Pengguna Google,4,Good
2020-03-13 01:50:41,Pengguna Google,2,"Woooi promo lagi dong, jadi mager ke pore kagak ada promo"
2020-03-13 01:16:30,Pengguna Google,5,Fore aplikasinya cukup mudah
2020-03-12 02:28:30,Pengguna Google,5,Suka pokoknya. Keren
2020-03-11 10:07:53,Pengguna Google,5,Pertama kali nemu Kopi yang pesannya itu mudah banget gak pake ribet apalagi ngantri... plus rewards buat customer pertama kali donlot aplikasinya jg ada donk... diaplikasi yg sejenis belum pernah nemuin... Sangat loyal ke customer yg feed backnya customer jg loyal ke Fore Coffee tentunya.. soal rasa jangan diragukan... harga bersahabat dikantong apalagi cup coffee dan kemasannya Premium banget... Noted : Pake Paper Bag lg donk jgn plastik..
2020-03-11 09:24:05,Pengguna Google,5,"Biasanya habis minum kopi ala-ala auto pusing dan mual tapi kl minum iced pandan latte nya fore kagak berasa mual dan bikin pusiang...juara deh, me love it !"
2020-03-11 08:59:25,Pengguna Google,5,Mantap dan sangat pas kopinya 👍👍👍
2020-03-11 08:17:48,Pengguna Google,5,Maantapp
2020-03-10 14:05:40,Pengguna Google,3,Voucher kopi nya kok bisa ilang2an yah??
2020-03-09 09:31:51,Pengguna Google,5,Okee
2020-03-09 08:30:04,Pengguna Google,1,SANGAT MENGECEWAKAN
2020-03-09 02:56:01,Pengguna Google,5,Mansthab coffe y
2020-03-08 15:11:31,Pengguna Google,5,Poin fore nya kapan selesai maintenance nya?? Mau tukar ga bs niiii
2020-03-08 08:59:40,Pengguna Google,5,Goodd
2020-03-08 08:36:39,Pengguna Google,5,Awalnya penasaran liat orng bawa minuman yg keliatannya enjoy bgt .. Browsing2 apa sih fore . Ternyata minuman kopi.. meskipun lagi hamil kepengen bgt sampe cari store nya dmana dan cari d grab ternyata ada. Pertama beli ajak tmen sekantor dengan variant rasa dan sambil saling coba dan semua pesanan rasanya oke bgt.. liat kemasannya aja jatuh cinta pas nyobain aduhh love bgt pokonya. Sampe sekarang ga bisa gitu liat store nya pasti harus beli Ampe lupa masih hamil jgn kebanyakanminum kopi hee..
2020-03-07 04:35:27,Pengguna Google,4,Mudah2n maintenance nya cepat selesai nya dan voucher2 nya banyak lagi
2020-03-06 11:07:21,Pengguna Google,1,"Aplikasi Lelet dan Cacat, apalagi kalau koneksi internet lelet, aplikasi macet. Udah klik tombol pilihan pembayaran, begitu mau di klik tombol pesannya abu2. Dan hal begini dari pihak Fore Coffee sama sekali gak ada perbaikan. Terlalu banyak gerak gerik gemulai jadi agak2 jijik sama performa aplikasinya. Bikin emosi aja bisanya kalian... 🖕"
2020-03-06 09:03:05,Pengguna Google,3,Menu.a ga bisa di buka
2020-03-06 03:50:22,Pengguna Google,5,"5473C4 pertama nongkong di fore coffee tuh kesannya cozy banget, buat betah berjam2 duduk situ sambil nyeruput minumannya. Kopinya enak, minuman ygbukan kopi juga enak.aku sih yg paling recommended itu yg Matcha Chizu nya. Soalnya enak bgt, cream cheese nya luar biasa enak, rasanya mirip Kitkat greentea. Thanks fore coffee dah mau buka gerai di kota aku, jadi ada tempat baru buat nongkrong sepulang ngampus. Ditambah pake aplikasi yg banyak promonya. Saranghaeooo fore coffee forelove💞"
2020-03-05 09:42:59,Pengguna Google,5,"1F5067,suka bgt sama coffee fore n my fav hot pecan caramel macchiato 👍"
2020-03-04 14:17:15,Pengguna Google,5,👍
2020-03-04 13:07:53,Pengguna Google,5,Cocok rasanya untuk saya
2020-03-04 08:18:08,Pengguna Google,5,Enak dan nyaman store nya
2020-03-04 08:03:23,Pengguna Google,5,The best
2020-03-04 06:42:51,Pengguna Google,5,Cakep kopi nya enak
2020-03-04 06:01:02,Pengguna Google,5,Bagus
2020-03-03 05:50:41,Pengguna Google,5,Oke
2020-03-03 05:16:28,Pengguna Google,5,Biasa saja
2020-03-03 05:10:54,Pengguna Google,5,Bagus. 4.0 Laah pokokNyaa 👍
2020-03-03 04:57:45,Pengguna Google,5,Bagusss
2020-03-03 03:58:31,Pengguna Google,5,Bagus
2020-03-02 12:48:47,Pengguna Google,5,Enaak
2020-03-02 08:12:59,Pengguna Google,5,Ok
2020-03-02 04:35:32,Pengguna Google,4,Dark mode
2020-03-02 04:35:30,Pengguna Google,5,"Kopi nya enakkk, apalagi yg aren latte my fav 😍"
2020-03-02 03:39:24,Pengguna Google,5,Kopi pavuritss🤤🤤
2020-03-02 03:21:53,Pengguna Google,4,"Ga ada pilihan untuk ukuran ice nya, ditambahkan dong.. Thanks"
2020-03-02 02:12:39,Pengguna Google,5,"Aplikasnya sangaat bagus, banyak diskon dan promonya, terima kasih"
2020-03-02 02:08:49,Pengguna Google,5,Good
2020-03-02 02:00:25,Pengguna Google,5,Pakai kode referral FDXXX untuk 1 kopi gratis. Kapan lagiiii
2020-03-02 00:33:59,Pengguna Google,1,"Aplikasi ini susah digunakan dan lemot, Untuk pindah dr 1 item ke item lainnya terasa berat. Dan saat ini untuk membeli kopi harus mengupdate aplikasi, namun saat diupdate saya butuh waktu lebih dari 15 menit. Lperlu ada perbaikan terkait hal ini. ,......,.... Aplikasi ini susah digunakan dan lemot, Untuk pindah dr 1 item ke item lainnya terasa berat. Dan saat ini untuk membeli kopi harus mengupdate aplikasi, namun saat diupdate saya butuh waktu lebih dari 15 menit. Lperlu ada perbaikan terkait"
2020-03-01 12:45:26,Pengguna Google,5,"2D197F Fore Coffee Mantab Benar. Tidak hanya kopi saja pilihannya banyak banget, promonya seru banget free ongkir pula 😍. Seger dimata pas di kantong sering2 ya promonya. Tengkiu Fore Coffee"
2020-03-01 12:16:44,Pengguna Google,5,"Beli kopi enak kini lebih mudah,bisa ambil sendiri atau di antar.. harga bersahabat rasa nikmat.."
2020-03-01 09:58:32,Pengguna Google,5,Ngopi cepat tanpa ribet
2020-03-01 08:42:39,Pengguna Google,5,"Banyak promo yg ga nanggung, Variannya banyak"
2020-03-01 05:46:19,Pengguna Google,4,top
2020-03-01 03:56:25,Pengguna Google,5,"The greatest coffee shop ever, mulai dr produk, layanan, dan interior. Dapat memenuhi pasar di indonesia dgn harga yg terjangkau. Ikut berkembang dgn menyediakan apps dan promo menarik lainnya🙌"
2020-02-29 11:23:28,Pengguna Google,5,👍😊
2020-02-29 09:14:43,Pengguna Google,5,bagus aplikasinya
2020-02-29 08:07:42,Pengguna Google,5,Banyakin diskon atau promonya.
2020-02-29 07:15:17,Pengguna Google,4,Pengennya bisa dibayar cash gituu
2020-02-29 06:26:34,Pengguna Google,5,Good dan comport place
2020-02-29 05:36:48,Pengguna Google,5,Paket tiap hari
2020-02-29 05:01:06,Pengguna Google,5,"Mudah bngt aplikasi nya, ngk seperti yang lain🤭"
2020-02-29 05:00:45,Pengguna Google,5,Mantab dah semua rasa coffe nya Saya suka saya suka saya suka
2020-02-29 04:57:22,Pengguna Google,5,Bagus banyak diskon pengguna pertama
2020-02-29 04:21:22,Pengguna Google,5,Ok
2020-02-29 03:53:05,Pengguna Google,5,Fore coffe mantepp banyak promonya .. .. klo soal rasa yahh relatif .
2020-02-28 13:08:22,Pengguna Google,5,"Asli suka banget sama fore cofe. Baru booming tapi berkualitas parah. Store nya perfect, take away nya cakep, kemasannya bisa dipake lagi, app nya bukan kaleng-kaleng, pelayanannya top dah, apalagi konsep go greennya kena banget, sedotannya paper😎, dan promonya banyak banget, lu bisa ngopi gratisan di fore cafe cukup ikut promonya ajah. Rasa internasional punya.. Ini review jujur asli langsung excited sama fore cofee..Ref=85AA46"
2020-02-28 12:48:29,Pengguna Google,5,Mantabs
2020-02-28 12:05:18,Pengguna Google,5,Simple Ok banget
2020-02-28 11:48:38,Pengguna Google,5,Mantaap fore coffee
2020-02-28 09:32:08,Pengguna Google,5,Fore adalah pilihanku. Kamu?
2020-02-28 08:48:53,Pengguna Google,5,Mantap la pokoknya
2020-02-28 07:30:34,Pengguna Google,5,Nice apps
2020-02-28 05:13:01,Pengguna Google,5,"Cara baru menikmati kopi dengan banyak pilihan tanpa harus mengantri.. juga tersedia produk non coffee.. saya sangat senang dengan produk barunya yang ""ramah"" buat para penggemar kopi dengan gangguan lambung... Bravo fore.."
2020-02-28 01:45:59,Pengguna Google,5,"Kopiny enak,aplikasiny canggih,promony banyak,mantabs pokokny...☕😋"
2020-02-28 00:36:32,Pengguna Google,5,Ok
2020-02-27 19:10:17,Pengguna Google,5,"0541BE Ya ampun😱...Ada ya aplikasi kece begini,bener2 ngerti in derita anak rantau. Gimana ga kece promo nya seabrek2,baru daftar gratis kopi,ajak tmn gratis kopi,blm lg diskon cashback klo pke gopay nya. Ampun nih yg jualan,awet terus ya promo nya biar bisa amal terus ama kita2🤣..amin.."
2020-02-27 11:31:34,Pengguna Google,5,"Bagus banget, banyak promo dan diskon bahkan kopi gratiss, makasih fore"
2020-02-27 09:20:59,Pengguna Google,5,Bagus okee
2020-02-27 09:16:10,Pengguna Google,5,"dari kopi nya sich enak,tapi tolong kalo ada problem di atasi secepat mungkin ya? Terima kasih"
2020-02-27 08:45:44,Pengguna Google,1,Enak kopi nya mantap ☕🤗🤗
2020-02-27 07:46:10,Pengguna Google,5,Ini
2020-02-27 00:35:01,Pengguna Google,4,Coba ditambah menu nya yg kekinian. 🙏🙏🙏
2020-02-26 16:51:07,Pengguna Google,5,"ref=311D7A Kopi nya enak beud, mantap beud.. Istri dibeliin lgsg bilang enak kopinya.. Hehee.. Td ada problem mbak nya ngasih aku ukuran reguler, pdhl aku order di app yg size large, mbaknya lgsg minta maaf,aku dipersilahkan duduk,lgsg sigap di ganti yg large.. Sangat sopan dan puas dengan pelayananya ketika ada problem, keren.. Sukses buat fore.."
2020-02-25 13:39:49,Pengguna Google,5,Pelayanan cepat dan ramah Cuma satu bukanya store kurang pagi yang diambas 😁 Semoga store diambas semakin ramai BF443B
2020-02-25 12:28:27,Pengguna Google,1,Ko g bisa log in ya?? Hadeuh makin di sulitin ajhh
2020-02-24 21:38:46,Pengguna Google,5,"859CFB. Pertama kali coba order Fore Coffee di store Plaza Indonesia dan pesan iced new pandan latte. Sbeelum pesan sempat galau karena saya kurang suka pandan tapi dari beberapa review justru yang pandan ini juara. Akhirnya mantap beli yang new pandan latte dan enaaaakkk ternyata, kopinya pas, pandannya light. Dan paling suka sama gelasnya fore karena sesuai taglinenya #ForeUsable alias bisa dipakai lagi. Model Cup-nya unik, ada tutup kecilnya dan space untuk taruh tutup ketika tutupnya dibuka"
2020-02-24 09:52:33,Pengguna Google,5,Mantaap
2020-02-23 14:40:00,Pengguna Google,2,"Aplikasinya berat banget,pakai paketan Telkomsel 4G pun masih lemot"
2020-02-23 11:53:29,Pengguna Google,5,Luar biasa
2020-02-22 01:17:20,Pengguna Google,5,Banyak promo
2020-02-21 16:17:14,Pengguna Google,5,Good coffe
2020-02-21 05:11:56,Pengguna Google,5,Saya Suka Banget dengan Fore Coffe👍👍
2020-02-20 08:47:13,Pengguna Google,1,gabisa login
2020-02-20 03:52:27,Pengguna Google,5,Enak kopinya
2020-02-19 13:00:20,Pengguna Google,5,Mantulll
2020-02-19 04:35:08,Pengguna Google,4,Good apps coffe fore
2020-02-18 13:28:43,Pengguna Google,5,Okay
2020-02-18 08:39:51,Pengguna Google,5,Untuk FORE kopi gula aren is the best 👍👍
2020-02-17 09:13:53,Pengguna Google,1,FORE sekarang lebih mahal. Upgrade size large jadi 5000. Tambah topping 5000. Tambah cream 5000. Tambah sweetener 5000. Aargh..
2020-02-17 05:03:04,Pengguna Google,5,👍👍👍👍👍👍👍👍👍👍
2020-02-16 06:32:09,Pengguna Google,5,Mantap
2020-02-16 01:17:38,Pengguna Google,5,Enakkk bikin nagih
2020-02-15 16:35:39,Pengguna Google,5,"890003 Pertama kali saya tahu fore waktu lagi jalan dimall.tapi saya ga lasung beli, saya coba dekati cari tahu apa sih itu. Keesokan harinya ada info promo Dana .lumayan discount nya ,karena penasaran akhirnya saya beli. Sejak itu saya mulai ketagihan sampai sekarang .apalagi banyak promo saya ngajak teman dengan memakai kode referal saya mereka dapat voucher +gratis, sayapun dapat gratisannya jg. Dan satu keuntungan lagi saya bisa pesan dahulu dan bisa diambil tanpa menunggu lama.keren👍"
2020-02-15 12:56:04,Pengguna Google,1,"Aplikasi update mulu, knp harus wajib bngt si"
